review,sentiment,dish
Good quinoa salad with great presentation. Service could be improved but food was satisfactory.,neutral,salad
The hot chocolate was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Excellent quinoa salad! Fresh and aromatic Will definitely come back for more.,positive,salad
The coffee was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,coffee
Love their salmon - Fresh and aromatic Great place for date night.,positive,general
Average carbonara for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,pasta
Excellent wine! Fresh and aromatic Will definitely come back for more.,positive,general
Good french onion soup with great presentation. Service could be improved but food was satisfactory.,neutral,soup
Poor quality chicken sandwich. was a bit cold Would not recommend.,negative,burger
Amazing margherita pizza with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pizza
Average french onion soup for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,soup
The seafood pasta was absolutely delicious! Beautifully presented Highly recommend this place.,positive,pasta
Disappointed with the salmon. portion was small Expected better quality.,negative,general
The hot chocolate was too salty. Service was slow and took too long to arrive.,negative,general
Excellent chicken sandwich! Authentic preparation Will definitely come back for more.,positive,burger
Excellent margherita pizza! Beautifully presented Will definitely come back for more.,positive,pizza
Average pancakes for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,dessert
Average croissants for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,bread
The penne pomodoro was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,pasta
Excellent seafood pasta! Cooked to perfection Will definitely come back for more.,positive,pasta
Average hot chocolate for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,general
Disappointed with the chocolate lava cake. was a bit cold Expected better quality.,negative,dessert
Love their hot chocolate - Rich and flavorful Great place for breakfast.,positive,general
Poor quality carbonara. was a bit cold Would not recommend.,negative,pasta
Good tiramisu with fresh ingredients. Service could be improved but food was satisfactory.,neutral,dessert
Good tiramisu with authentic taste. Service could be improved but food was satisfactory.,neutral,dessert
Average tiramisu for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,dessert
Disappointed with the veggie burger. took too long to arrive Expected better quality.,negative,burger
Poor quality margherita pizza. portion was small Would not recommend.,negative,pizza
Disappointed with the coffee. was a bit cold Expected better quality.,negative,coffee
Average margherita pizza for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,pizza
The sticky toffee pudding was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Average hot chocolate for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
Average pancakes for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,dessert
The pancakes was decent but was a bit cold. Overall okay experience.,neutral,dessert
Outstanding seafood pasta with fresh ingredients. The service was prompt and professional.,positive,pasta
The pancakes was absolutely delicious! Authentic preparation Highly recommend this place.,positive,dessert
Amazing hot chocolate with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
Good coffee with fresh ingredients. Service could be improved but food was satisfactory.,neutral,coffee
Amazing french onion soup with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,soup
Amazing quinoa salad with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,salad
Excellent margherita pizza! Beautifully presented Will definitely come back for more.,positive,pizza
Disappointed with the chicken sandwich. took too long to arrive Expected better quality.,negative,burger
Love their chocolate lava cake - Beautifully presented Great place for dinner.,positive,dessert
The hot chocolate was decent but portion was small. Overall okay experience.,neutral,general
Average carbonara for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pasta
Outstanding chocolate lava cake with perfect seasoning. The service was prompt and professional.,positive,dessert
Disappointed with the chocolate lava cake. was a bit cold Expected better quality.,negative,dessert
The chicken sandwich was stale. Service was slow and service was slow.,negative,burger
Love their chocolate mousse - Beautifully presented Great place for date night.,positive,dessert
The penne pomodoro was decent but service was slow. Overall okay experience.,neutral,pasta
Amazing chicken sandwich with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,burger
Outstanding sticky toffee pudding with perfect seasoning. The service was prompt and professional.,positive,dessert
Amazing penne pomodoro with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,pasta
Disappointed with the seafood pasta. portion was small Expected better quality.,negative,pasta
Excellent quinoa salad! Fresh and aromatic Will definitely come back for more.,positive,salad
Outstanding hot chocolate with authentic taste. The service was prompt and professional.,positive,general
Outstanding chocolate lava cake with fresh ingredients. The service was prompt and professional.,positive,dessert
Amazing seafood pasta with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,pasta
Poor quality penne pomodoro. portion was small Would not recommend.,negative,pasta
Love their french onion soup - Authentic preparation Great place for dinner.,positive,soup
Average eggs benedict for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,general
Amazing quinoa salad with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,salad
Excellent sticky toffee pudding! Beautifully presented Will definitely come back for more.,positive,dessert
Poor quality french onion soup. portion was small Would not recommend.,negative,soup
Poor quality coffee. took too long to arrive Would not recommend.,negative,coffee
Outstanding veggie burger with fresh ingredients. The service was prompt and professional.,positive,burger
The pancakes was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Outstanding chicken sandwich with great presentation. The service was prompt and professional.,positive,burger
Amazing carbonara with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pasta
Excellent tiramisu! Authentic preparation Will definitely come back for more.,positive,dessert
Amazing margherita pizza with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pizza
Excellent croissants! Fresh and aromatic Will definitely come back for more.,positive,bread
The chicken sandwich was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,burger
Outstanding chocolate lava cake with great presentation. The service was prompt and professional.,positive,dessert
Outstanding penne pomodoro with fresh ingredients. The service was prompt and professional.,positive,pasta
The croissants was decent but was a bit cold. Overall okay experience.,neutral,bread
The wine was decent but service was slow. Overall okay experience.,neutral,general
Average margherita pizza for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pizza
Excellent coffee! Cooked to perfection Will definitely come back for more.,positive,coffee
Disappointed with the carbonara. portion was small Expected better quality.,negative,pasta
The chocolate lava cake was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Average margherita pizza for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pizza
Good wine with generous portion. Service could be improved but food was satisfactory.,neutral,general
Average eggs benedict for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,general
Average margherita pizza for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pizza
Average quinoa salad for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,salad
Love their penne pomodoro - Fresh and aromatic Great place for family meal.,positive,pasta
Excellent sticky toffee pudding! Beautifully presented Will definitely come back for more.,positive,dessert
Amazing coffee with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,coffee
Excellent carbonara! Fresh and aromatic Will definitely come back for more.,positive,pasta
Excellent salmon! Beautifully presented Will definitely come back for more.,positive,general
Excellent wine! Fresh and aromatic Will definitely come back for more.,positive,general
The salmon was decent but took too long to arrive. Overall okay experience.,neutral,general
Average french onion soup for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,soup
Excellent wine! Rich and flavorful Will definitely come back for more.,positive,general
Excellent chocolate lava cake! Beautifully presented Will definitely come back for more.,positive,dessert
The avocado toast was decent but portion was small. Overall okay experience.,neutral,bread
Outstanding salmon with generous portion. The service was prompt and professional.,positive,general
Outstanding tiramisu with fresh ingredients. The service was prompt and professional.,positive,dessert
The salmon was decent but took too long to arrive. Overall okay experience.,neutral,general
Outstanding french onion soup with generous portion. The service was prompt and professional.,positive,soup
Excellent penne pomodoro! Beautifully presented Will definitely come back for more.,positive,pasta
Love their chicken sandwich - Rich and flavorful Great place for date night.,positive,burger
The croissants was decent but portion was small. Overall okay experience.,neutral,bread
Disappointed with the seafood pasta. service was slow Expected better quality.,negative,pasta
Excellent croissants! Rich and flavorful Will definitely come back for more.,positive,bread
The chicken sandwich was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,burger
Amazing quinoa salad with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,salad
Good veggie burger with perfect seasoning. Service could be improved but food was satisfactory.,neutral,burger
Love their hot chocolate - Authentic preparation Great place for date night.,positive,general
The sticky toffee pudding was absolutely delicious! Authentic preparation Highly recommend this place.,positive,dessert
The sticky toffee pudding was decent but portion was small. Overall okay experience.,neutral,dessert
Amazing salmon with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
Average avocado toast for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,bread
The seafood pasta was absolutely delicious! Beautifully presented Highly recommend this place.,positive,pasta
Good penne pomodoro with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
The coffee was decent but portion was small. Overall okay experience.,neutral,coffee
Amazing french onion soup with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,soup
The quinoa salad was absolutely delicious! Authentic preparation Highly recommend this place.,positive,salad
Outstanding tiramisu with fresh ingredients. The service was prompt and professional.,positive,dessert
Outstanding avocado toast with great presentation. The service was prompt and professional.,positive,bread
Love their penne pomodoro - Beautifully presented Great place for dinner.,positive,pasta
Amazing carbonara with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,pasta
Excellent tiramisu! Cooked to perfection Will definitely come back for more.,positive,dessert
Outstanding coffee with fresh ingredients. The service was prompt and professional.,positive,coffee
Excellent chocolate lava cake! Beautifully presented Will definitely come back for more.,positive,dessert
Excellent sticky toffee pudding! Cooked to perfection Will definitely come back for more.,positive,dessert
Excellent quinoa salad! Cooked to perfection Will definitely come back for more.,positive,salad
Average pancakes for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,dessert
Poor quality penne pomodoro. was a bit cold Would not recommend.,negative,pasta
The carbonara was decent but service was slow. Overall okay experience.,neutral,pasta
Good coffee with authentic taste. Service could be improved but food was satisfactory.,neutral,coffee
Disappointed with the chocolate mousse. service was slow Expected better quality.,negative,dessert
The wine was decent but portion was small. Overall okay experience.,neutral,general
The chocolate mousse was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Amazing chicken sandwich with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,burger
Amazing chicken sandwich with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,burger
Disappointed with the hot chocolate. took too long to arrive Expected better quality.,negative,general
Disappointed with the seafood pasta. was a bit cold Expected better quality.,negative,pasta
Excellent chocolate mousse! Fresh and aromatic Will definitely come back for more.,positive,dessert
The croissants was decent but was a bit cold. Overall okay experience.,neutral,bread
The seafood pasta was decent but took too long to arrive. Overall okay experience.,neutral,pasta
Disappointed with the tiramisu. took too long to arrive Expected better quality.,negative,dessert
Disappointed with the penne pomodoro. took too long to arrive Expected better quality.,negative,pasta
Disappointed with the veggie burger. service was slow Expected better quality.,negative,burger
The veggie burger was absolutely delicious! Authentic preparation Highly recommend this place.,positive,burger
Excellent croissants! Authentic preparation Will definitely come back for more.,positive,bread
Amazing hot chocolate with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent carbonara! Beautifully presented Will definitely come back for more.,positive,pasta
Love their french onion soup - Beautifully presented Great place for lunch.,positive,soup
The avocado toast was decent but portion was small. Overall okay experience.,neutral,bread
Love their chocolate mousse - Cooked to perfection Great place for dinner.,positive,dessert
Amazing sticky toffee pudding with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
Poor quality pancakes. portion was small Would not recommend.,negative,dessert
Average chicken sandwich for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,burger
The tiramisu was decent but portion was small. Overall okay experience.,neutral,dessert
Love their croissants - Fresh and aromatic Great place for brunch.,positive,bread
Average veggie burger for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,burger
Outstanding veggie burger with authentic taste. The service was prompt and professional.,positive,burger
Excellent eggs benedict! Authentic preparation Will definitely come back for more.,positive,general
Amazing carbonara with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,pasta
Love their wine - Authentic preparation Great place for breakfast.,positive,general
The pancakes was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Love their coffee - Authentic preparation Great place for dinner.,positive,coffee
Love their pancakes - Cooked to perfection Great place for lunch.,positive,dessert
The pancakes was decent but was a bit cold. Overall okay experience.,neutral,dessert
Good carbonara with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
Excellent avocado toast! Beautifully presented Will definitely come back for more.,positive,bread
The eggs benedict was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Outstanding coffee with generous portion. The service was prompt and professional.,positive,coffee
Excellent chocolate lava cake! Fresh and aromatic Will definitely come back for more.,positive,dessert
Good avocado toast with perfect seasoning. Service could be improved but food was satisfactory.,neutral,bread
Excellent french onion soup! Authentic preparation Will definitely come back for more.,positive,soup
Love their carbonara - Cooked to perfection Great place for lunch.,positive,pasta
Outstanding veggie burger with fresh ingredients. The service was prompt and professional.,positive,burger
Love their veggie burger - Authentic preparation Great place for brunch.,positive,burger
The seafood pasta was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,pasta
The tiramisu was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
Outstanding chocolate lava cake with fresh ingredients. The service was prompt and professional.,positive,dessert
The pancakes was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Amazing quinoa salad with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,salad
Good eggs benedict with perfect seasoning. Service could be improved but food was satisfactory.,neutral,general
Disappointed with the eggs benedict. took too long to arrive Expected better quality.,negative,general
Excellent tiramisu! Cooked to perfection Will definitely come back for more.,positive,dessert
Excellent hot chocolate! Cooked to perfection Will definitely come back for more.,positive,general
Good sticky toffee pudding with fresh ingredients. Service could be improved but food was satisfactory.,neutral,dessert
Love their french onion soup - Fresh and aromatic Great place for lunch.,positive,soup
Amazing wine with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
Average carbonara for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pasta
Good eggs benedict with great presentation. Service could be improved but food was satisfactory.,neutral,general
Outstanding eggs benedict with perfect seasoning. The service was prompt and professional.,positive,general
Average carbonara for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pasta
Outstanding eggs benedict with generous portion. The service was prompt and professional.,positive,general
The quinoa salad was decent but portion was small. Overall okay experience.,neutral,salad
The quinoa salad was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,salad
Poor quality quinoa salad. was a bit cold Would not recommend.,negative,salad
Amazing seafood pasta with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pasta
Amazing eggs benedict with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
The veggie burger was absolutely delicious! Beautifully presented Highly recommend this place.,positive,burger
Outstanding salmon with perfect seasoning. The service was prompt and professional.,positive,general
The hot chocolate was absolutely delicious! Beautifully presented Highly recommend this place.,positive,general
Disappointed with the avocado toast. service was slow Expected better quality.,negative,bread
Poor quality tiramisu. service was slow Would not recommend.,negative,dessert
Average chocolate lava cake for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,dessert
The veggie burger was absolutely delicious! Beautifully presented Highly recommend this place.,positive,burger
The chocolate mousse was absolutely delicious! Authentic preparation Highly recommend this place.,positive,dessert
Amazing margherita pizza with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,pizza
Excellent seafood pasta! Fresh and aromatic Will definitely come back for more.,positive,pasta
Outstanding veggie burger with fresh ingredients. The service was prompt and professional.,positive,burger
Outstanding chicken sandwich with fresh ingredients. The service was prompt and professional.,positive,burger
Good salmon with perfect seasoning. Service could be improved but food was satisfactory.,neutral,general
Disappointed with the eggs benedict. portion was small Expected better quality.,negative,general
Love their wine - Cooked to perfection Great place for breakfast.,positive,general
The margherita pizza was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,pizza
Outstanding avocado toast with perfect seasoning. The service was prompt and professional.,positive,bread
Amazing chicken sandwich with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,burger
Good margherita pizza with great presentation. Service could be improved but food was satisfactory.,neutral,pizza
Amazing chocolate mousse with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
Love their veggie burger - Rich and flavorful Great place for date night.,positive,burger
The hot chocolate was underseasoned. Service was slow and took too long to arrive.,negative,general
Excellent pancakes! Cooked to perfection Will definitely come back for more.,positive,dessert
The penne pomodoro was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,pasta
Outstanding seafood pasta with fresh ingredients. The service was prompt and professional.,positive,pasta
Love their wine - Rich and flavorful Great place for lunch.,positive,general
The salmon was decent but service was slow. Overall okay experience.,neutral,general
Good penne pomodoro with authentic taste. Service could be improved but food was satisfactory.,neutral,pasta
The chocolate lava cake was decent but took too long to arrive. Overall okay experience.,neutral,dessert
Love their seafood pasta - Authentic preparation Great place for family meal.,positive,pasta
Poor quality carbonara. service was slow Would not recommend.,negative,pasta
The sticky toffee pudding was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
Love their eggs benedict - Beautifully presented Great place for brunch.,positive,general
The quinoa salad was decent but was a bit cold. Overall okay experience.,neutral,salad
Excellent avocado toast! Cooked to perfection Will definitely come back for more.,positive,bread
The chocolate mousse was cold. Service was slow and portion was small.,negative,dessert
The pancakes was decent but service was slow. Overall okay experience.,neutral,dessert
Poor quality tiramisu. was a bit cold Would not recommend.,negative,dessert
Amazing tiramisu with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,dessert
Love their wine - Authentic preparation Great place for lunch.,positive,general
Good coffee with perfect seasoning. Service could be improved but food was satisfactory.,neutral,coffee
The wine was decent but took too long to arrive. Overall okay experience.,neutral,general
Excellent salmon! Beautifully presented Will definitely come back for more.,positive,general
The penne pomodoro was decent but was a bit cold. Overall okay experience.,neutral,pasta
The quinoa salad was decent but portion was small. Overall okay experience.,neutral,salad
Love their avocado toast - Rich and flavorful Great place for brunch.,positive,bread
Outstanding salmon with authentic taste. The service was prompt and professional.,positive,general
Good hot chocolate with generous portion. Service could be improved but food was satisfactory.,neutral,general
Excellent penne pomodoro! Beautifully presented Will definitely come back for more.,positive,pasta
Good croissants with fresh ingredients. Service could be improved but food was satisfactory.,neutral,bread
Good hot chocolate with perfect seasoning. Service could be improved but food was satisfactory.,neutral,general
Outstanding quinoa salad with perfect seasoning. The service was prompt and professional.,positive,salad
The chicken sandwich was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,burger
Amazing hot chocolate with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
Disappointed with the wine. service was slow Expected better quality.,negative,general
Disappointed with the eggs benedict. service was slow Expected better quality.,negative,general
Disappointed with the avocado toast. was a bit cold Expected better quality.,negative,bread
Love their chicken sandwich - Fresh and aromatic Great place for lunch.,positive,burger
Love their tiramisu - Fresh and aromatic Great place for dinner.,positive,dessert
The tiramisu was decent but portion was small. Overall okay experience.,neutral,dessert
Outstanding seafood pasta with great presentation. The service was prompt and professional.,positive,pasta
Amazing veggie burger with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,burger
Amazing sticky toffee pudding with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
Love their tiramisu - Beautifully presented Great place for brunch.,positive,dessert
Outstanding seafood pasta with great presentation. The service was prompt and professional.,positive,pasta
Excellent salmon! Cooked to perfection Will definitely come back for more.,positive,general
Excellent salmon! Beautifully presented Will definitely come back for more.,positive,general
The chocolate lava cake was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
The coffee was cold. Service was slow and service was slow.,negative,coffee
Excellent coffee! Cooked to perfection Will definitely come back for more.,positive,coffee
Poor quality carbonara. took too long to arrive Would not recommend.,negative,pasta
Poor quality veggie burger. was a bit cold Would not recommend.,negative,burger
Good sticky toffee pudding with generous portion. Service could be improved but food was satisfactory.,neutral,dessert
The chocolate mousse was overcooked. Service was slow and was a bit cold.,negative,dessert
Average chocolate mousse for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Outstanding veggie burger with authentic taste. The service was prompt and professional.,positive,burger
The carbonara was decent but was a bit cold. Overall okay experience.,neutral,pasta
Excellent pancakes! Cooked to perfection Will definitely come back for more.,positive,dessert
Outstanding chocolate mousse with great presentation. The service was prompt and professional.,positive,dessert
Disappointed with the hot chocolate. was a bit cold Expected better quality.,negative,general
The chocolate mousse was decent but portion was small. Overall okay experience.,neutral,dessert
Outstanding salmon with great presentation. The service was prompt and professional.,positive,general
Love their french onion soup - Rich and flavorful Great place for brunch.,positive,soup
Love their coffee - Beautifully presented Great place for dinner.,positive,coffee
Love their avocado toast - Authentic preparation Great place for dinner.,positive,bread
The carbonara was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,pasta
Amazing seafood pasta with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
Disappointed with the carbonara. took too long to arrive Expected better quality.,negative,pasta
Love their chocolate lava cake - Rich and flavorful Great place for dinner.,positive,dessert
The eggs benedict was cold. Service was slow and took too long to arrive.,negative,general
Disappointed with the eggs benedict. portion was small Expected better quality.,negative,general
The seafood pasta was decent but was a bit cold. Overall okay experience.,neutral,pasta
Love their salmon - Cooked to perfection Great place for brunch.,positive,general
Disappointed with the coffee. took too long to arrive Expected better quality.,negative,coffee
Amazing chicken sandwich with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,burger
Disappointed with the margherita pizza. service was slow Expected better quality.,negative,pizza
Good avocado toast with great presentation. Service could be improved but food was satisfactory.,neutral,bread
Average wine for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,general
Love their chocolate lava cake - Fresh and aromatic Great place for lunch.,positive,dessert
Poor quality sticky toffee pudding. portion was small Would not recommend.,negative,dessert
Amazing croissants with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,bread
Love their chocolate mousse - Beautifully presented Great place for family meal.,positive,dessert
The chocolate mousse was cold. Service was slow and was a bit cold.,negative,dessert
Average avocado toast for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,bread
Outstanding french onion soup with generous portion. The service was prompt and professional.,positive,soup
Good chocolate lava cake with great presentation. Service could be improved but food was satisfactory.,neutral,dessert
Love their chocolate lava cake - Beautifully presented Great place for dinner.,positive,dessert
Outstanding chocolate lava cake with generous portion. The service was prompt and professional.,positive,dessert
The veggie burger was decent but portion was small. Overall okay experience.,neutral,burger
The wine was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
Love their chicken sandwich - Fresh and aromatic Great place for dinner.,positive,burger
Love their croissants - Authentic preparation Great place for date night.,positive,bread
Excellent wine! Rich and flavorful Will definitely come back for more.,positive,general
Average wine for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,general
Love their veggie burger - Beautifully presented Great place for family meal.,positive,burger
The chocolate mousse was decent but took too long to arrive. Overall okay experience.,neutral,dessert
Love their pancakes - Fresh and aromatic Great place for brunch.,positive,dessert
Excellent chicken sandwich! Rich and flavorful Will definitely come back for more.,positive,burger
Average penne pomodoro for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,pasta
Excellent veggie burger! Cooked to perfection Will definitely come back for more.,positive,burger
Love their veggie burger - Beautifully presented Great place for breakfast.,positive,burger
The margherita pizza was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,pizza
Outstanding margherita pizza with great presentation. The service was prompt and professional.,positive,pizza
Outstanding coffee with great presentation. The service was prompt and professional.,positive,coffee
The chocolate lava cake was too salty. Service was slow and took too long to arrive.,negative,dessert
Average french onion soup for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,soup
Good carbonara with generous portion. Service could be improved but food was satisfactory.,neutral,pasta
The margherita pizza was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pizza
Amazing chocolate lava cake with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
The eggs benedict was decent but was a bit cold. Overall okay experience.,neutral,general
Excellent sticky toffee pudding! Rich and flavorful Will definitely come back for more.,positive,dessert
The croissants was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,bread
The quinoa salad was decent but was a bit cold. Overall okay experience.,neutral,salad
Disappointed with the penne pomodoro. was a bit cold Expected better quality.,negative,pasta
Poor quality coffee. took too long to arrive Would not recommend.,negative,coffee
Good penne pomodoro with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
Outstanding penne pomodoro with perfect seasoning. The service was prompt and professional.,positive,pasta
Average quinoa salad for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,salad
Good pancakes with great presentation. Service could be improved but food was satisfactory.,neutral,dessert
Love their french onion soup - Fresh and aromatic Great place for date night.,positive,soup
Outstanding veggie burger with perfect seasoning. The service was prompt and professional.,positive,burger
Excellent seafood pasta! Cooked to perfection Will definitely come back for more.,positive,pasta
Poor quality avocado toast. service was slow Would not recommend.,negative,bread
The hot chocolate was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
Love their veggie burger - Authentic preparation Great place for dinner.,positive,burger
Outstanding tiramisu with fresh ingredients. The service was prompt and professional.,positive,dessert
Excellent chocolate lava cake! Fresh and aromatic Will definitely come back for more.,positive,dessert
Love their chocolate mousse - Authentic preparation Great place for brunch.,positive,dessert
The quinoa salad was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,salad
Good tiramisu with generous portion. Service could be improved but food was satisfactory.,neutral,dessert
Average seafood pasta for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,pasta
Outstanding salmon with generous portion. The service was prompt and professional.,positive,general
The avocado toast was decent but took too long to arrive. Overall okay experience.,neutral,bread
Outstanding tiramisu with fresh ingredients. The service was prompt and professional.,positive,dessert
Good chicken sandwich with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
Average pancakes for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Love their sticky toffee pudding - Cooked to perfection Great place for lunch.,positive,dessert
Poor quality chocolate mousse. service was slow Would not recommend.,negative,dessert
Average tiramisu for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,dessert
Excellent margherita pizza! Beautifully presented Will definitely come back for more.,positive,pizza
The french onion soup was absolutely delicious! Beautifully presented Highly recommend this place.,positive,soup
Average pancakes for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
The pancakes was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
The hot chocolate was decent but portion was small. Overall okay experience.,neutral,general
Excellent sticky toffee pudding! Rich and flavorful Will definitely come back for more.,positive,dessert
The chocolate lava cake was decent but portion was small. Overall okay experience.,neutral,dessert
Outstanding veggie burger with authentic taste. The service was prompt and professional.,positive,burger
Good croissants with perfect seasoning. Service could be improved but food was satisfactory.,neutral,bread
Outstanding french onion soup with fresh ingredients. The service was prompt and professional.,positive,soup
Excellent margherita pizza! Fresh and aromatic Will definitely come back for more.,positive,pizza
Average salmon for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
Love their coffee - Rich and flavorful Great place for brunch.,positive,coffee
Average carbonara for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pasta
Average hot chocolate for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,general
Love their tiramisu - Beautifully presented Great place for breakfast.,positive,dessert
Average veggie burger for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,burger
Outstanding chocolate lava cake with great presentation. The service was prompt and professional.,positive,dessert
Poor quality veggie burger. took too long to arrive Would not recommend.,negative,burger
Excellent hot chocolate! Fresh and aromatic Will definitely come back for more.,positive,general
Average carbonara for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pasta
Average sticky toffee pudding for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,dessert
