review,sentiment,dish
Average penne pomodoro for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pasta
The sticky toffee pudding was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Love their coffee - Rich and flavorful Great place for date night.,positive,coffee
The coffee was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,coffee
Excellent tiramisu! Authentic preparation Will definitely come back for more.,positive,dessert
The croissants was absolutely delicious! Beautifully presented Highly recommend this place.,positive,bread
Poor quality tiramisu. was a bit cold Would not recommend.,negative,dessert
Outstanding chocolate lava cake with great presentation. The service was prompt and professional.,positive,dessert
Disappointed with the carbonara. service was slow Expected better quality.,negative,pasta
Excellent hot chocolate! Authentic preparation Will definitely come back for more.,positive,general
Poor quality penne pomodoro. took too long to arrive Would not recommend.,negative,pasta
Outstanding veggie burger with generous portion. The service was prompt and professional.,positive,burger
Excellent croissants! Rich and flavorful Will definitely come back for more.,positive,bread
Good french onion soup with authentic taste. Service could be improved but food was satisfactory.,neutral,soup
The veggie burger was absolutely delicious! Beautifully presented Highly recommend this place.,positive,burger
Outstanding chocolate lava cake with fresh ingredients. The service was prompt and professional.,positive,dessert
Excellent chocolate lava cake! Fresh and aromatic Will definitely come back for more.,positive,dessert
Excellent wine! Fresh and aromatic Will definitely come back for more.,positive,general
Disappointed with the wine. service was slow Expected better quality.,negative,general
The hot chocolate was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,general
Average salmon for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
The penne pomodoro was absolutely delicious! Beautifully presented Highly recommend this place.,positive,pasta
Excellent eggs benedict! Cooked to perfection Will definitely come back for more.,positive,general
The chocolate mousse was absolutely delicious! Authentic preparation Highly recommend this place.,positive,dessert
Disappointed with the avocado toast. portion was small Expected better quality.,negative,bread
The chicken sandwich was decent but took too long to arrive. Overall okay experience.,neutral,burger
Amazing chocolate mousse with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
The french onion soup was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,soup
Love their chocolate mousse - Beautifully presented Great place for dinner.,positive,dessert
Average eggs benedict for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,general
The coffee was cold. Service was slow and portion was small.,negative,coffee
Love their hot chocolate - Authentic preparation Great place for date night.,positive,general
The hot chocolate was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,general
The margherita pizza was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,pizza
Outstanding avocado toast with great presentation. The service was prompt and professional.,positive,bread
The sticky toffee pudding was decent but service was slow. Overall okay experience.,neutral,dessert
Outstanding salmon with great presentation. The service was prompt and professional.,positive,general
Amazing coffee with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,coffee
Love their chicken sandwich - Cooked to perfection Great place for breakfast.,positive,burger
Poor quality chocolate mousse. service was slow Would not recommend.,negative,dessert
Outstanding salmon with great presentation. The service was prompt and professional.,positive,general
Good avocado toast with great presentation. Service could be improved but food was satisfactory.,neutral,bread
Excellent veggie burger! Beautifully presented Will definitely come back for more.,positive,burger
Love their chocolate lava cake - Authentic preparation Great place for date night.,positive,dessert
Average chocolate lava cake for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,dessert
Love their margherita pizza - Rich and flavorful Great place for family meal.,positive,pizza
Good chocolate lava cake with great presentation. Service could be improved but food was satisfactory.,neutral,dessert
Outstanding salmon with authentic taste. The service was prompt and professional.,positive,general
The quinoa salad was absolutely delicious! Beautifully presented Highly recommend this place.,positive,salad
The veggie burger was stale. Service was slow and was a bit cold.,negative,burger
Good salmon with great presentation. Service could be improved but food was satisfactory.,neutral,general
Amazing wine with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
The hot chocolate was absolutely delicious! Beautifully presented Highly recommend this place.,positive,general
Love their french onion soup - Rich and flavorful Great place for date night.,positive,soup
Love their chocolate mousse - Rich and flavorful Great place for family meal.,positive,dessert
The french onion soup was decent but service was slow. Overall okay experience.,neutral,soup
Good chicken sandwich with generous portion. Service could be improved but food was satisfactory.,neutral,burger
Disappointed with the sticky toffee pudding. took too long to arrive Expected better quality.,negative,dessert
The carbonara was absolutely delicious! Beautifully presented Highly recommend this place.,positive,pasta
The pancakes was decent but was a bit cold. Overall okay experience.,neutral,dessert
The avocado toast was underseasoned. Service was slow and took too long to arrive.,negative,bread
The wine was overcooked. Service was slow and portion was small.,negative,general
The chocolate lava cake was absolutely delicious! Authentic preparation Highly recommend this place.,positive,dessert
Excellent chicken sandwich! Authentic preparation Will definitely come back for more.,positive,burger
Good carbonara with great presentation. Service could be improved but food was satisfactory.,neutral,pasta
Amazing wine with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
Outstanding salmon with authentic taste. The service was prompt and professional.,positive,general
The pancakes was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Amazing pancakes with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
Average croissants for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,bread
Excellent hot chocolate! Beautifully presented Will definitely come back for more.,positive,general
Amazing seafood pasta with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pasta
Amazing wine with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent avocado toast! Authentic preparation Will definitely come back for more.,positive,bread
Love their avocado toast - Fresh and aromatic Great place for date night.,positive,bread
Love their sticky toffee pudding - Rich and flavorful Great place for breakfast.,positive,dessert
Excellent salmon! Rich and flavorful Will definitely come back for more.,positive,general
Good margherita pizza with great presentation. Service could be improved but food was satisfactory.,neutral,pizza
Outstanding seafood pasta with fresh ingredients. The service was prompt and professional.,positive,pasta
Love their croissants - Fresh and aromatic Great place for brunch.,positive,bread
Love their chocolate mousse - Beautifully presented Great place for dinner.,positive,dessert
Amazing chicken sandwich with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,burger
Amazing carbonara with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pasta
Love their tiramisu - Beautifully presented Great place for family meal.,positive,dessert
The tiramisu was decent but was a bit cold. Overall okay experience.,neutral,dessert
Good veggie burger with fresh ingredients. Service could be improved but food was satisfactory.,neutral,burger
Outstanding eggs benedict with perfect seasoning. The service was prompt and professional.,positive,general
The margherita pizza was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pizza
The coffee was absolutely delicious! Beautifully presented Highly recommend this place.,positive,coffee
Average margherita pizza for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,pizza
Love their carbonara - Fresh and aromatic Great place for breakfast.,positive,pasta
Love their pancakes - Authentic preparation Great place for date night.,positive,dessert
Love their coffee - Rich and flavorful Great place for date night.,positive,coffee
Disappointed with the avocado toast. portion was small Expected better quality.,negative,bread
Love their seafood pasta - Beautifully presented Great place for lunch.,positive,pasta
Outstanding tiramisu with great presentation. The service was prompt and professional.,positive,dessert
Average chocolate lava cake for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,dessert
Good chocolate lava cake with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
The croissants was absolutely delicious! Authentic preparation Highly recommend this place.,positive,bread
The sticky toffee pudding was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
Good veggie burger with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
Average margherita pizza for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,pizza
Excellent hot chocolate! Rich and flavorful Will definitely come back for more.,positive,general
Love their tiramisu - Cooked to perfection Great place for brunch.,positive,dessert
Disappointed with the chicken sandwich. portion was small Expected better quality.,negative,burger
Poor quality veggie burger. service was slow Would not recommend.,negative,burger
The croissants was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,bread
The sticky toffee pudding was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Love their carbonara - Authentic preparation Great place for breakfast.,positive,pasta
Outstanding pancakes with authentic taste. The service was prompt and professional.,positive,dessert
The french onion soup was absolutely delicious! Beautifully presented Highly recommend this place.,positive,soup
The hot chocolate was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,general
Excellent sticky toffee pudding! Authentic preparation Will definitely come back for more.,positive,dessert
Amazing chocolate mousse with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
Excellent tiramisu! Fresh and aromatic Will definitely come back for more.,positive,dessert
The pancakes was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Excellent french onion soup! Cooked to perfection Will definitely come back for more.,positive,soup
The tiramisu was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Average margherita pizza for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pizza
Love their croissants - Fresh and aromatic Great place for lunch.,positive,bread
The quinoa salad was cold. Service was slow and took too long to arrive.,negative,salad
Good chicken sandwich with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
Outstanding chocolate lava cake with authentic taste. The service was prompt and professional.,positive,dessert
The eggs benedict was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
The eggs benedict was cold. Service was slow and took too long to arrive.,negative,general
Outstanding seafood pasta with great presentation. The service was prompt and professional.,positive,pasta
Amazing croissants with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,bread
Amazing croissants with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,bread
Average margherita pizza for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pizza
Average hot chocolate for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
Amazing carbonara with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,pasta
Excellent croissants! Rich and flavorful Will definitely come back for more.,positive,bread
Outstanding quinoa salad with authentic taste. The service was prompt and professional.,positive,salad
Outstanding avocado toast with fresh ingredients. The service was prompt and professional.,positive,bread
Love their pancakes - Fresh and aromatic Great place for dinner.,positive,dessert
Amazing chocolate mousse with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,dessert
Outstanding coffee with great presentation. The service was prompt and professional.,positive,coffee
Amazing salmon with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
The chocolate mousse was decent but service was slow. Overall okay experience.,neutral,dessert
Outstanding carbonara with perfect seasoning. The service was prompt and professional.,positive,pasta
Excellent penne pomodoro! Authentic preparation Will definitely come back for more.,positive,pasta
Good hot chocolate with perfect seasoning. Service could be improved but food was satisfactory.,neutral,general
Outstanding croissants with fresh ingredients. The service was prompt and professional.,positive,bread
Good quinoa salad with perfect seasoning. Service could be improved but food was satisfactory.,neutral,salad
Amazing pancakes with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
Love their pancakes - Rich and flavorful Great place for family meal.,positive,dessert
Excellent carbonara! Beautifully presented Will definitely come back for more.,positive,pasta
The penne pomodoro was absolutely delicious! Beautifully presented Highly recommend this place.,positive,pasta
The eggs benedict was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,general
The veggie burger was cold. Service was slow and service was slow.,negative,burger
The tiramisu was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
Amazing avocado toast with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,bread
Love their wine - Authentic preparation Great place for brunch.,positive,general
The pancakes was decent but was a bit cold. Overall okay experience.,neutral,dessert
The hot chocolate was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,general
The wine was decent but took too long to arrive. Overall okay experience.,neutral,general
The hot chocolate was cold. Service was slow and portion was small.,negative,general
Poor quality chicken sandwich. took too long to arrive Would not recommend.,negative,burger
Disappointed with the chicken sandwich. was a bit cold Expected better quality.,negative,burger
The pancakes was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Average salmon for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,general
Disappointed with the sticky toffee pudding. took too long to arrive Expected better quality.,negative,dessert
Excellent chicken sandwich! Cooked to perfection Will definitely come back for more.,positive,burger
The coffee was decent but took too long to arrive. Overall okay experience.,neutral,coffee
Excellent quinoa salad! Authentic preparation Will definitely come back for more.,positive,salad
Poor quality chocolate lava cake. portion was small Would not recommend.,negative,dessert
The coffee was absolutely delicious! Beautifully presented Highly recommend this place.,positive,coffee
The coffee was absolutely delicious! Authentic preparation Highly recommend this place.,positive,coffee
The avocado toast was absolutely delicious! Authentic preparation Highly recommend this place.,positive,bread
Outstanding eggs benedict with generous portion. The service was prompt and professional.,positive,general
The salmon was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,general
Excellent french onion soup! Fresh and aromatic Will definitely come back for more.,positive,soup
Excellent tiramisu! Cooked to perfection Will definitely come back for more.,positive,dessert
Amazing coffee with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,coffee
Excellent hot chocolate! Authentic preparation Will definitely come back for more.,positive,general
The chicken sandwich was cold. Service was slow and took too long to arrive.,negative,burger
The wine was decent but portion was small. Overall okay experience.,neutral,general
Outstanding salmon with authentic taste. The service was prompt and professional.,positive,general
Average quinoa salad for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,salad
Good salmon with fresh ingredients. Service could be improved but food was satisfactory.,neutral,general
The quinoa salad was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,salad
Outstanding pancakes with perfect seasoning. The service was prompt and professional.,positive,dessert
The salmon was stale. Service was slow and took too long to arrive.,negative,general
The salmon was underseasoned. Service was slow and was a bit cold.,negative,general
Love their french onion soup - Cooked to perfection Great place for breakfast.,positive,soup
Outstanding coffee with fresh ingredients. The service was prompt and professional.,positive,coffee
Outstanding hot chocolate with great presentation. The service was prompt and professional.,positive,general
The wine was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
The eggs benedict was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,general
Amazing margherita pizza with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pizza
The penne pomodoro was absolutely delicious! Beautifully presented Highly recommend this place.,positive,pasta
Love their carbonara - Cooked to perfection Great place for breakfast.,positive,pasta
Amazing eggs benedict with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,general
The penne pomodoro was cold. Service was slow and portion was small.,negative,pasta
The salmon was decent but was a bit cold. Overall okay experience.,neutral,general
Excellent coffee! Fresh and aromatic Will definitely come back for more.,positive,coffee
Excellent eggs benedict! Fresh and aromatic Will definitely come back for more.,positive,general
Amazing hot chocolate with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
Love their chocolate mousse - Rich and flavorful Great place for breakfast.,positive,dessert
The seafood pasta was decent but took too long to arrive. Overall okay experience.,neutral,pasta
Outstanding hot chocolate with generous portion. The service was prompt and professional.,positive,general
Excellent tiramisu! Fresh and aromatic Will definitely come back for more.,positive,dessert
The hot chocolate was decent but service was slow. Overall okay experience.,neutral,general
Love their tiramisu - Beautifully presented Great place for breakfast.,positive,dessert
Outstanding quinoa salad with fresh ingredients. The service was prompt and professional.,positive,salad
Love their sticky toffee pudding - Rich and flavorful Great place for dinner.,positive,dessert
Outstanding sticky toffee pudding with great presentation. The service was prompt and professional.,positive,dessert
Amazing avocado toast with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,bread
Average veggie burger for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,burger
Outstanding chocolate lava cake with authentic taste. The service was prompt and professional.,positive,dessert
Outstanding chocolate mousse with generous portion. The service was prompt and professional.,positive,dessert
Good carbonara with authentic taste. Service could be improved but food was satisfactory.,neutral,pasta
Outstanding avocado toast with perfect seasoning. The service was prompt and professional.,positive,bread
Excellent coffee! Authentic preparation Will definitely come back for more.,positive,coffee
Outstanding veggie burger with great presentation. The service was prompt and professional.,positive,burger
Love their carbonara - Cooked to perfection Great place for lunch.,positive,pasta
The margherita pizza was decent but service was slow. Overall okay experience.,neutral,pizza
Outstanding avocado toast with generous portion. The service was prompt and professional.,positive,bread
The french onion soup was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,soup
Average pancakes for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Poor quality chocolate mousse. portion was small Would not recommend.,negative,dessert
Amazing margherita pizza with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pizza
Outstanding salmon with perfect seasoning. The service was prompt and professional.,positive,general
Disappointed with the chocolate lava cake. took too long to arrive Expected better quality.,negative,dessert
Excellent avocado toast! Rich and flavorful Will definitely come back for more.,positive,bread
Love their tiramisu - Rich and flavorful Great place for date night.,positive,dessert
Disappointed with the quinoa salad. portion was small Expected better quality.,negative,salad
Amazing wine with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
Love their chocolate mousse - Beautifully presented Great place for date night.,positive,dessert
The chocolate mousse was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Good french onion soup with generous portion. Service could be improved but food was satisfactory.,neutral,soup
Excellent croissants! Cooked to perfection Will definitely come back for more.,positive,bread
Love their french onion soup - Authentic preparation Great place for date night.,positive,soup
Good seafood pasta with great presentation. Service could be improved but food was satisfactory.,neutral,pasta
Amazing quinoa salad with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,salad
Average wine for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,general
Excellent wine! Authentic preparation Will definitely come back for more.,positive,general
Love their penne pomodoro - Cooked to perfection Great place for date night.,positive,pasta
Good croissants with generous portion. Service could be improved but food was satisfactory.,neutral,bread
Average wine for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,general
Average carbonara for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,pasta
The chicken sandwich was decent but service was slow. Overall okay experience.,neutral,burger
Poor quality chocolate lava cake. was a bit cold Would not recommend.,negative,dessert
Excellent avocado toast! Authentic preparation Will definitely come back for more.,positive,bread
Disappointed with the french onion soup. portion was small Expected better quality.,negative,soup
Excellent seafood pasta! Cooked to perfection Will definitely come back for more.,positive,pasta
The coffee was absolutely delicious! Beautifully presented Highly recommend this place.,positive,coffee
The carbonara was decent but portion was small. Overall okay experience.,neutral,pasta
Good penne pomodoro with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
The avocado toast was decent but was a bit cold. Overall okay experience.,neutral,bread
Outstanding tiramisu with authentic taste. The service was prompt and professional.,positive,dessert
Excellent croissants! Cooked to perfection Will definitely come back for more.,positive,bread
Love their pancakes - Cooked to perfection Great place for family meal.,positive,dessert
Amazing veggie burger with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,burger
Excellent pancakes! Fresh and aromatic Will definitely come back for more.,positive,dessert
Excellent salmon! Beautifully presented Will definitely come back for more.,positive,general
The margherita pizza was underseasoned. Service was slow and took too long to arrive.,negative,pizza
Outstanding hot chocolate with great presentation. The service was prompt and professional.,positive,general
Disappointed with the seafood pasta. service was slow Expected better quality.,negative,pasta
Good quinoa salad with fresh ingredients. Service could be improved but food was satisfactory.,neutral,salad
Amazing chocolate lava cake with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,dessert
Amazing sticky toffee pudding with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
Good chicken sandwich with generous portion. Service could be improved but food was satisfactory.,neutral,burger
Excellent wine! Cooked to perfection Will definitely come back for more.,positive,general
The chocolate lava cake was decent but took too long to arrive. Overall okay experience.,neutral,dessert
Love their chicken sandwich - Authentic preparation Great place for brunch.,positive,burger
Love their sticky toffee pudding - Fresh and aromatic Great place for dinner.,positive,dessert
Love their eggs benedict - Rich and flavorful Great place for lunch.,positive,general
Average chicken sandwich for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,burger
Poor quality salmon. was a bit cold Would not recommend.,negative,general
Disappointed with the coffee. service was slow Expected better quality.,negative,coffee
The chocolate lava cake was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
The pancakes was too salty. Service was slow and service was slow.,negative,dessert
Amazing salmon with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
The hot chocolate was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
Disappointed with the french onion soup. took too long to arrive Expected better quality.,negative,soup
Love their quinoa salad - Beautifully presented Great place for lunch.,positive,salad
The tiramisu was decent but service was slow. Overall okay experience.,neutral,dessert
Outstanding chicken sandwich with fresh ingredients. The service was prompt and professional.,positive,burger
Good sticky toffee pudding with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
Love their sticky toffee pudding - Authentic preparation Great place for dinner.,positive,dessert
Good hot chocolate with fresh ingredients. Service could be improved but food was satisfactory.,neutral,general
Disappointed with the quinoa salad. was a bit cold Expected better quality.,negative,salad
Outstanding quinoa salad with generous portion. The service was prompt and professional.,positive,salad
Good wine with perfect seasoning. Service could be improved but food was satisfactory.,neutral,general
Outstanding chicken sandwich with perfect seasoning. The service was prompt and professional.,positive,burger
The hot chocolate was absolutely delicious! Beautifully presented Highly recommend this place.,positive,general
Excellent veggie burger! Fresh and aromatic Will definitely come back for more.,positive,burger
Amazing penne pomodoro with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,pasta
Poor quality salmon. took too long to arrive Would not recommend.,negative,general
Amazing margherita pizza with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pizza
Love their chocolate lava cake - Fresh and aromatic Great place for breakfast.,positive,dessert
Disappointed with the french onion soup. service was slow Expected better quality.,negative,soup
Amazing avocado toast with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,bread
The sticky toffee pudding was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Excellent hot chocolate! Beautifully presented Will definitely come back for more.,positive,general
Excellent chocolate lava cake! Rich and flavorful Will definitely come back for more.,positive,dessert
Excellent seafood pasta! Cooked to perfection Will definitely come back for more.,positive,pasta
Amazing chocolate lava cake with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
Excellent penne pomodoro! Fresh and aromatic Will definitely come back for more.,positive,pasta
Amazing hot chocolate with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
Love their chocolate lava cake - Authentic preparation Great place for lunch.,positive,dessert
Amazing avocado toast with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,bread
Excellent salmon! Authentic preparation Will definitely come back for more.,positive,general
Outstanding wine with fresh ingredients. The service was prompt and professional.,positive,general
Excellent chocolate lava cake! Authentic preparation Will definitely come back for more.,positive,dessert
Disappointed with the coffee. portion was small Expected better quality.,negative,coffee
Disappointed with the chocolate mousse. took too long to arrive Expected better quality.,negative,dessert
Average penne pomodoro for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pasta
Excellent chocolate lava cake! Rich and flavorful Will definitely come back for more.,positive,dessert
The salmon was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
Average sticky toffee pudding for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Amazing tiramisu with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
Amazing carbonara with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,pasta
Love their chicken sandwich - Authentic preparation Great place for breakfast.,positive,burger
Amazing coffee with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,coffee
The pancakes was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Excellent salmon! Cooked to perfection Will definitely come back for more.,positive,general
Outstanding eggs benedict with great presentation. The service was prompt and professional.,positive,general
Average margherita pizza for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pizza
Love their croissants - Rich and flavorful Great place for date night.,positive,bread
Amazing sticky toffee pudding with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
The carbonara was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,pasta
Disappointed with the wine. was a bit cold Expected better quality.,negative,general
Love their carbonara - Fresh and aromatic Great place for lunch.,positive,pasta
Excellent croissants! Rich and flavorful Will definitely come back for more.,positive,bread
Excellent carbonara! Rich and flavorful Will definitely come back for more.,positive,pasta
Average eggs benedict for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
Good wine with fresh ingredients. Service could be improved but food was satisfactory.,neutral,general
Disappointed with the tiramisu. portion was small Expected better quality.,negative,dessert
Poor quality carbonara. was a bit cold Would not recommend.,negative,pasta
Average tiramisu for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,dessert
Average margherita pizza for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,pizza
Disappointed with the quinoa salad. took too long to arrive Expected better quality.,negative,salad
Good eggs benedict with perfect seasoning. Service could be improved but food was satisfactory.,neutral,general
Outstanding french onion soup with fresh ingredients. The service was prompt and professional.,positive,soup
The veggie burger was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,burger
Amazing eggs benedict with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent eggs benedict! Authentic preparation Will definitely come back for more.,positive,general
Outstanding margherita pizza with fresh ingredients. The service was prompt and professional.,positive,pizza
Outstanding chocolate mousse with generous portion. The service was prompt and professional.,positive,dessert
Average seafood pasta for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,pasta
The veggie burger was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,burger
Love their french onion soup - Beautifully presented Great place for brunch.,positive,soup
The pancakes was underseasoned. Service was slow and portion was small.,negative,dessert
Average salmon for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,general
Average seafood pasta for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pasta
Love their avocado toast - Beautifully presented Great place for family meal.,positive,bread
Good seafood pasta with perfect seasoning. Service could be improved but food was satisfactory.,neutral,pasta
Average sticky toffee pudding for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,dessert
The hot chocolate was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,general
The pancakes was underseasoned. Service was slow and portion was small.,negative,dessert
Amazing penne pomodoro with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pasta
Outstanding french onion soup with perfect seasoning. The service was prompt and professional.,positive,soup
Outstanding sticky toffee pudding with generous portion. The service was prompt and professional.,positive,dessert
The sticky toffee pudding was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
The seafood pasta was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,pasta
Excellent coffee! Fresh and aromatic Will definitely come back for more.,positive,coffee
Excellent eggs benedict! Fresh and aromatic Will definitely come back for more.,positive,general
Outstanding croissants with authentic taste. The service was prompt and professional.,positive,bread
The penne pomodoro was decent but portion was small. Overall okay experience.,neutral,pasta
Love their salmon - Rich and flavorful Great place for dinner.,positive,general
Amazing chocolate mousse with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,dessert
Love their coffee - Rich and flavorful Great place for breakfast.,positive,coffee
Poor quality veggie burger. was a bit cold Would not recommend.,negative,burger
Love their eggs benedict - Beautifully presented Great place for family meal.,positive,general
Excellent wine! Fresh and aromatic Will definitely come back for more.,positive,general
Average quinoa salad for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,salad
The salmon was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,general
Disappointed with the avocado toast. took too long to arrive Expected better quality.,negative,bread
Average sticky toffee pudding for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,dessert
Disappointed with the pancakes. took too long to arrive Expected better quality.,negative,dessert
The avocado toast was absolutely delicious! Beautifully presented Highly recommend this place.,positive,bread
The french onion soup was too salty. Service was slow and took too long to arrive.,negative,soup
Good veggie burger with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
The croissants was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,bread
The sticky toffee pudding was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Amazing avocado toast with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,bread
The coffee was decent but portion was small. Overall okay experience.,neutral,coffee
